Company,Code,Industry,Year,Season,announce_day,EPS,PE,Divdend_Rate,TTM_PE,EPS_growth,Expeceted_Dividend_Rate
2616 山隆,2616,油電燃氣業,2014,2,2014-08-14,0.46,9.15,0.058899999999999994,9.027499999999998,0.0,0.059649999999999995
2616 山隆,2616,油電燃氣業,2014,3,2014-11-14,0.73,9.25,0.061399999999999996,9.167499999999999,-0.013513513513513526,0.059199999999999996
2616 山隆,2616,油電燃氣業,2014,4,2015-03-31,0.5,9.06,0.0625,9.2775,-0.01960784313725492,0.05995
2616 山隆,2616,油電燃氣業,2015,1,2015-05-15,0.38,8.95,0.0616,9.102500000000001,0.15151515151515146,0.0611
2616 山隆,2616,油電燃氣業,2015,2,2015-08-14,0.5,9.12,0.0632,9.095,0.08695652173913039,0.062174999999999994
2616 山隆,2616,油電燃氣業,2015,3,2015-11-14,0.55,9.34,0.0673,9.1175,-0.24657534246575336,0.06364999999999998
2616 山隆,2616,油電燃氣業,2015,4,2016-03-31,0.47,9.59,0.0669,9.25,-0.06000000000000005,0.06474999999999999
2616 山隆,2616,油電燃氣業,2016,1,2016-05-15,0.55,9.76,0.0611,9.4525,0.4473684210526317,0.06462499999999999
2616 山隆,2616,油電燃氣業,2016,2,2016-08-14,0.88,8.41,0.059699999999999996,9.275,0.76,0.06374999999999997
2616 山隆,2616,油電燃氣業,2016,3,2016-11-14,0.92,7.72,0.057,8.870000000000001,0.6727272727272726,0.06117499999999997
2616 山隆,2616,油電燃氣業,2016,4,2017-03-31,0.78,7.94,0.0753,8.4575,0.6595744680851066,0.06327499999999997
2616 山隆,2616,油電燃氣業,2017,1,2017-05-15,2.8,8.85,0.0659,8.23,4.090909090909091,0.06447499999999998
2617 台航,2617,航運業,2013,1,2013-05-15,0.61,15.09,0.034300000000000004,,,
2617 台航,2617,航運業,2013,2,2013-08-14,0.36,15.44,0.037200000000000004,,,
2617 台航,2617,航運業,2013,3,2013-11-14,0.14,24.89,0.028399999999999998,,,
2617 台航,2617,航運業,2013,4,2014-03-31,0.19,27.02,0.028300000000000002,20.61,,0.03205
2617 台航,2617,航運業,2014,1,2014-05-15,0.22,26.17,0.0333,23.38,-0.639344262295082,0.0318
2617 台航,2617,航運業,2014,2,2014-08-14,0.19,21.75,0.0364,24.9575,-0.4722222222222222,0.0316
2617 台航,2617,航運業,2014,3,2014-11-14,0.11,22.27,0.0361,24.3025,-0.21428571428571436,0.033525
2617 台航,2617,航運業,2014,4,2015-03-31,0.21,23.74,0.029900000000000003,23.482499999999998,0.1052631578947368,0.033925000000000004
2617 台航,2617,航運業,2015,1,2015-05-15,0.2,25.71,0.0323,23.367499999999996,-0.09090909090909087,0.033675000000000004
2617 台航,2617,航運業,2015,2,2015-08-14,-0.08,29.93,0.037599999999999995,25.412499999999994,-1.4210526315789473,0.033975000000000005
2617 台航,2617,航運業,2015,3,2015-11-14,0.12,18.67,0.051,24.512499999999996,0.09090909090909087,0.037700000000000004
2617 台航,2617,航運業,2015,4,2016-03-31,-0.02,23.98,0.0159,24.572499999999998,-1.0952380952380951,0.0342
2617 台航,2617,航運業,2016,1,2016-05-15,0.02,32.24,0.0159,26.205,-0.9,0.030100000000000002
2617 台航,2617,航運業,2016,2,2016-08-14,-0.02,44.38,0.0182,29.817499999999995,-0.75,0.02525
2617 台航,2617,航運業,2016,3,2016-11-14,-0.04,261.3,0.018000000000000002,90.475,-1.3333333333333335,0.017
2617 台航,2617,航運業,2016,4,2017-03-31,-0.18,,0.0,,8.0,0.013025000000000002
2617 台航,2617,航運業,2017,1,2017-05-15,0.04,,0.0,,1.0,0.009050000000000002
2618 長榮航,2618,航運業,2013,1,2013-05-15,-0.28,29.82,0.0,,,
2618 長榮航,2618,航運業,2013,2,2013-08-14,-0.05,25.68,0.0,,,
2618 長榮航,2618,航運業,2013,3,2013-11-14,0.54,22.32,0.0,,,
2618 長榮航,2618,航運業,2013,4,2014-03-31,0.02,23.61,0.0,25.357499999999998,,0.0
2618 長榮航,2618,航運業,2014,1,2014-05-15,-0.28,22.28,0.0,23.472499999999997,-0.0,0.0
2618 長榮航,2618,航運業,2014,2,2014-08-14,0.04,18.46,0.0,21.667499999999997,-1.7999999999999998,0.0
2618 長榮航,2618,航運業,2014,3,2014-11-14,0.06,22.13,0.0,21.619999999999997,-0.888888888888889,0.0
2618 長榮航,2618,航運業,2014,4,2015-03-31,-0.22,56.44,0.0,29.827499999999997,-12.0,0.0
2618 長榮航,2618,航運業,2015,1,2015-05-15,0.55,19.68,0.0,29.177499999999995,-2.9642857142857144,0.0
2618 長榮航,2618,航運業,2015,2,2015-08-14,0.44,13.73,0.0,27.99499999999999,10.0,0.0
2618 長榮航,2618,航運業,2015,3,2015-11-14,0.6,11.15,0.0,25.249999999999993,9.000000000000002,0.0
2618 長榮航,2618,航運業,2015,4,2016-03-31,0.12,9.48,0.0161,13.509999999999994,-1.5454545454545454,0.004025
2618 長榮航,2618,航運業,2016,1,2016-05-15,0.28,10.1,0.0167,11.114999999999993,-0.4909090909090909,0.008199999999999999
2618 長榮航,2618,航運業,2016,2,2016-08-14,0.32,8.3,0.0204,9.757499999999993,-0.2727272727272727,0.0133
2618 長榮航,2618,航運業,2016,3,2016-11-14,0.58,8.16,0.02,9.009999999999993,-0.03333333333333337,0.0183
2618 長榮航,2618,航運業,2016,4,2017-03-31,-0.29,10.36,0.0137,9.229999999999993,-3.4166666666666665,0.0177
2618 長榮航,2618,航運業,2017,1,2017-05-15,-0.18,17.08,0.0124,10.974999999999993,-1.6428571428571428,0.016625
2636 台驊投控,2636,航運業,2013,1,2013-05-15,0.05,16.08,0.019799999999999998,,,
2636 台驊投控,2636,航運業,2013,2,2013-08-14,0.61,11.32,0.020499999999999997,,,
2636 台驊投控,2636,航運業,2013,3,2013-11-14,0.66,12.55,0.0165,,,
2636 台驊投控,2636,航運業,2013,4,2014-03-31,0.11,18.02,0.028900000000000002,14.4925,,0.021425
2636 台驊投控,2636,航運業,2014,1,2014-05-15,0.15,13.64,0.0275,13.8825,1.9999999999999998,0.02335
2636 台驊投控,2636,航運業,2014,2,2014-08-14,0.68,12.11,0.0294,14.08,0.11475409836065584,0.025575
2636 台驊投控,2636,航運業,2014,3,2014-11-14,1.09,11.91,0.027000000000000003,13.920000000000002,0.6515151515151516,0.0282
2636 台驊投控,2636,航運業,2014,4,2015-03-31,0.28,15.7,0.0404,13.340000000000003,1.5454545454545459,0.031075
2636 台驊投控,2636,航運業,2015,1,2015-05-15,0.43,12.73,0.042300000000000004,13.112500000000004,1.866666666666667,0.034775
2636 台驊投控,2636,航運業,2015,2,2015-08-14,0.97,10.11,0.0482,12.612500000000004,0.426470588235294,0.039474999999999996
2636 台驊投控,2636,航運業,2015,3,2015-11-14,0.83,10.55,0.0416,12.272500000000004,-0.23853211009174322,0.043125
2636 台驊投控,2636,航運業,2015,4,2016-03-31,0.6,8.82,0.0633,10.552500000000006,1.1428571428571426,0.04885
2636 台驊投控,2636,航運業,2016,1,2016-05-15,0.1,10.69,0.0642,10.042500000000004,-0.7674418604651162,0.054325
2636 台驊投控,2636,航運業,2016,2,2016-08-14,0.4,9.79,0.0787,9.962500000000004,-0.5876288659793814,0.06195
2636 台驊投控,2636,航運業,2016,3,2016-11-14,0.38,11.97,0.08,10.317500000000003,-0.5421686746987951,0.07155
2636 台驊投控,2636,航運業,2016,4,2017-03-31,0.23,11.45,0.0354,10.975000000000003,-0.6166666666666667,0.064575
2636 台驊投控,2636,航運業,2017,1,2017-05-15,0.27,8.66,0.0382,10.467500000000005,1.7,0.058075
2637 慧洋-KY,2637,航運業,2013,1,2013-05-15,1.31,9.3,0.0431,,,
2637 慧洋-KY,2637,航運業,2013,2,2013-08-14,0.89,8.97,0.0451,,,
2637 慧洋-KY,2637,航運業,2013,3,2013-11-14,0.33,10.16,0.0441,,,
2637 慧洋-KY,2637,航運業,2013,4,2014-03-31,1.04,11.55,0.0572,9.995000000000001,,0.047375
2637 慧洋-KY,2637,航運業,2014,1,2014-05-15,1.26,10.53,0.0571,10.302500000000002,-0.038167938931297746,0.050875
2637 慧洋-KY,2637,航運業,2014,2,2014-08-14,0.48,12.2,0.0535,11.110000000000003,-0.4606741573033708,0.052975
2637 慧洋-KY,2637,航運業,2014,3,2014-11-14,0.82,10.58,0.054400000000000004,11.215000000000003,1.4848484848484846,0.055549999999999995
2637 慧洋-KY,2637,航運業,2014,4,2015-03-31,1.3,9.95,0.08439999999999999,10.815000000000005,0.25,0.062349999999999996
2637 慧洋-KY,2637,航運業,2015,1,2015-05-15,1.1,12.51,0.0765,11.310000000000004,-0.12698412698412692,0.0672
2637 慧洋-KY,2637,航運業,2015,2,2015-08-14,1.19,10.21,0.0764,10.812500000000004,1.4791666666666667,0.07292499999999999
2637 慧洋-KY,2637,航運業,2015,3,2015-11-14,1.43,10.06,0.0766,10.682500000000005,0.7439024390243902,0.07847499999999999
2637 慧洋-KY,2637,航運業,2015,4,2016-03-31,0.87,10.3,0.0691,10.770000000000003,-0.3307692307692308,0.07465
2637 慧洋-KY,2637,航運業,2016,1,2016-05-15,1.65,8.22,0.0679,9.697500000000003,0.4999999999999998,0.0725
2637 慧洋-KY,2637,航運業,2016,2,2016-08-14,0.0,9.96,0.0728,9.635000000000003,-1.0,0.0716
2637 慧洋-KY,2637,航運業,2016,3,2016-11-14,0.04,11.46,0.08,9.985000000000003,-0.972027972027972,0.07245
2637 慧洋-KY,2637,航運業,2016,4,2017-03-31,1.02,11.78,0.033,10.355000000000004,0.17241379310344832,0.063425
2637 慧洋-KY,2637,航運業,2017,1,2017-05-15,0.08,31.1,0.030299999999999997,16.075000000000003,-0.9515151515151514,0.05402499999999999
2642 宅配通,2642,航運業,2013,1,2013-05-15,0.73,9.31,0.0183,,,
2642 宅配通,2642,航運業,2013,2,2013-08-14,0.49,10.1,0.0171,,,
2642 宅配通,2642,航運業,2013,3,2013-11-14,0.33,14.99,0.0127,,,
2642 宅配通,2642,航運業,2013,4,2014-03-31,0.6,29.07,0.0222,15.8675,,0.017575
2642 宅配通,2642,航運業,2014,1,2014-05-15,0.45,28.43,0.0246,20.6475,-0.3835616438356164,0.01915
2642 宅配通,2642,航運業,2014,2,2014-08-14,0.39,21.97,0.0336,23.615000000000002,-0.20408163265306117,0.023274999999999997
2642 宅配通,2642,航運業,2014,3,2014-11-14,0.19,26.26,0.03,26.432500000000005,-0.42424242424242425,0.027599999999999996
2642 宅配通,2642,航運業,2014,4,2015-03-31,0.6,29.48,0.022000000000000002,26.535000000000004,0.0,0.027549999999999998
2642 宅配通,2642,航運業,2015,1,2015-05-15,0.45,26.06,0.024900000000000002,25.942500000000003,0.0,0.027625
2642 宅配通,2642,航運業,2015,2,2015-08-14,0.58,20.53,0.0346,25.582500000000003,0.487179487179487,0.027875000000000004
2642 宅配通,2642,航運業,2015,3,2015-11-14,0.07,19.31,0.0404,23.845000000000002,-0.631578947368421,0.030475000000000002
2642 宅配通,2642,航運業,2015,4,2016-03-31,-0.04,23.74,0.0209,22.41,-1.0666666666666667,0.0302
2642 宅配通,2642,航運業,2016,1,2016-05-15,0.5,21.11,0.0226,21.1725,0.11111111111111108,0.029625
2642 宅配通,2642,航運業,2016,2,2016-08-14,0.21,20.18,0.024700000000000003,21.085,-0.6379310344827587,0.02715
2642 宅配通,2642,航運業,2016,3,2016-11-14,0.08,21.04,0.023399999999999997,21.5175,0.14285714285714277,0.022900000000000004
2642 宅配通,2642,航運業,2016,4,2017-03-31,0.07,23.02,0.0181,21.3375,-2.7500000000000004,0.022200000000000004
2642 宅配通,2642,航運業,2017,1,2017-05-15,0.52,36.03,0.0183,25.0675,0.040000000000000036,0.021125000000000005
2701 萬企,2701,觀光事業,2013,1,2013-05-15,0.08,21.45,0.009300000000000001,,,
2701 萬企,2701,觀光事業,2013,2,2013-08-14,0.19,21.14,0.009399999999999999,,,
2701 萬企,2701,觀光事業,2013,3,2013-11-14,0.21,21.61,0.0087,,,
2701 萬企,2701,觀光事業,2013,4,2014-03-31,0.1,21.52,0.008,21.43,,0.00885
2701 萬企,2701,觀光事業,2014,1,2014-05-15,0.13,19.56,0.008100000000000001,20.9575,0.625,0.00855
2701 萬企,2701,觀光事業,2014,2,2014-08-14,0.24,17.89,0.008,20.145,0.26315789473684204,0.0082
2701 萬企,2701,觀光事業,2014,3,2014-11-14,0.26,17.5,0.0076,19.1175,0.2380952380952382,0.007925000000000001
2701 萬企,2701,觀光事業,2014,4,2015-03-31,0.12,17.53,0.0105,18.12,0.1999999999999999,0.008550000000000002
2701 萬企,2701,觀光事業,2015,1,2015-05-15,0.17,16.88,0.0103,17.45,0.30769230769230776,0.009100000000000002
2701 萬企,2701,觀光事業,2015,2,2015-08-14,0.28,15.82,0.0105,16.9325,0.16666666666666682,0.009725000000000003
2701 萬企,2701,觀光事業,2015,3,2015-11-14,0.3,14.51,0.010700000000000001,16.185000000000002,0.15384615384615377,0.010500000000000002
2701 萬企,2701,觀光事業,2015,4,2016-03-31,0.1,15.12,0.013600000000000001,15.582500000000003,-0.1666666666666666,0.011275000000000002
2701 萬企,2701,觀光事業,2016,1,2016-05-15,0.21,14.17,0.0137,14.905000000000005,0.23529411764705868,0.012125
2701 萬企,2701,觀光事業,2016,2,2016-08-14,0.26,13.88,0.013999999999999999,14.420000000000003,-0.07142857142857148,0.013
2701 萬企,2701,觀光事業,2016,3,2016-11-14,0.29,13.87,0.0138,14.260000000000003,-0.03333333333333337,0.013774999999999999
2701 萬企,2701,觀光事業,2016,4,2017-03-31,0.13,13.22,0.018500000000000003,13.785000000000005,0.3,0.015
2701 萬企,2701,觀光事業,2017,1,2017-05-15,0.17,14.1,0.0177,13.767500000000005,-0.19047619047619038,0.015999999999999997
2702 華園,2702,觀光事業,2013,1,2013-05-15,0.18,18.64,0.0101,,,
2702 華園,2702,觀光事業,2013,2,2013-08-14,0.08,18.12,0.0104,,,
2702 華園,2702,觀光事業,2013,3,2013-11-14,0.15,20.29,0.0097,,,
2702 華園,2702,觀光事業,2013,4,2014-03-31,0.04,22.21,0.0054,19.815,,0.0089
2702 華園,2702,觀光事業,2014,1,2014-05-15,0.15,21.28,0.005600000000000001,20.475,-0.16666666666666666,0.007775000000000001
2702 華園,2702,觀光事業,2014,2,2014-08-14,0.21,19.6,0.0055000000000000005,20.845,1.625,0.00655
2702 華園,2702,觀光事業,2014,3,2014-11-14,0.15,19.55,0.005600000000000001,20.659999999999997,0.0,0.005525
2702 華園,2702,觀光事業,2014,4,2015-03-31,0.2,15.8,0.0092,19.057499999999997,4.0,0.006475
2702 華園,2702,觀光事業,2015,1,2015-05-15,0.2,16.12,0.0091,17.7675,0.3333333333333335,0.007350000000000001
2702 華園,2702,觀光事業,2015,2,2015-08-14,0.16,16.96,0.009300000000000001,17.1075,-0.23809523809523805,0.008300000000000002
2702 華園,2702,觀光事業,2015,3,2015-11-14,0.2,12.15,0.0102,15.257500000000004,0.3333333333333335,0.009450000000000002
2702 華園,2702,觀光事業,2015,4,2016-03-31,0.06,18.27,0.0077,15.875000000000004,-0.7000000000000001,0.009075000000000001
2702 華園,2702,觀光事業,2016,1,2016-05-15,0.22,15.19,0.0075,15.642500000000002,0.09999999999999995,0.008675000000000002
2702 華園,2702,觀光事業,2016,2,2016-08-14,0.25,13.12,0.0073,14.682500000000003,0.5625,0.008175000000000002
2702 華園,2702,觀光事業,2016,3,2016-11-14,0.09,17.64,0.0067,16.055,-0.55,0.007300000000000001
2702 華園,2702,觀光事業,2016,4,2017-03-31,0.09,14.2,0.009300000000000001,15.037500000000001,0.5,0.007700000000000002
2702 華園,2702,觀光事業,2017,1,2017-05-15,0.07,19.92,0.009399999999999999,16.220000000000002,-0.6818181818181818,0.008175000000000002
2704 國賓,2704,觀光事業,2013,1,2013-05-15,0.26,30.15,0.013600000000000001,,,
2704 國賓,2704,觀光事業,2013,2,2013-08-14,0.13,30.04,0.013300000000000001,,,
2704 國賓,2704,觀光事業,2013,3,2013-11-14,0.38,27.53,0.0137,,,
2704 國賓,2704,觀光事業,2013,4,2014-03-31,0.21,26.4,0.0168,28.53,,0.014349999999999998
2704 國賓,2704,觀光事業,2014,1,2014-05-15,0.32,23.62,0.0175,26.8975,0.23076923076923075,0.015324999999999998
2704 國賓,2704,觀光事業,2014,2,2014-08-14,0.17,22.39,0.0175,24.985000000000007,0.30769230769230776,0.016374999999999997
2704 國賓,2704,觀光事業,2014,3,2014-11-14,0.44,19.8,0.0181,23.052500000000006,0.15789473684210525,0.017474999999999997
2704 國賓,2704,觀光事業,2014,4,2015-03-31,0.19,20.86,0.0246,21.667500000000004,-0.09523809523809519,0.019424999999999998
2704 國賓,2704,觀光事業,2015,1,2015-05-15,0.33,20.18,0.0254,20.807500000000005,0.03125000000000003,0.0214
2704 國賓,2704,觀光事業,2015,2,2015-08-14,0.19,19.83,0.0258,20.167500000000004,0.11764705882352934,0.023475
2704 國賓,2704,觀光事業,2015,3,2015-11-14,0.43,20.77,0.0253,20.410000000000004,-0.02272727272727275,0.025275
2704 國賓,2704,觀光事業,2015,4,2016-03-31,0.19,20.51,0.0253,20.322500000000005,0.0,0.025449999999999997
2704 國賓,2704,觀光事業,2016,1,2016-05-15,0.33,20.02,0.0263,20.282500000000006,0.0,0.025674999999999996
2704 國賓,2704,觀光事業,2016,2,2016-08-14,0.14,21.78,0.026000000000000002,20.770000000000007,-0.26315789473684204,0.025724999999999994
2704 國賓,2704,觀光事業,2016,3,2016-11-14,0.44,19.55,0.0285,20.465000000000007,0.023255813953488393,0.026524999999999996
2704 國賓,2704,觀光事業,2016,4,2017-03-31,0.25,18.42,0.03,19.942500000000006,0.3157894736842105,0.0277
2704 國賓,2704,觀光事業,2017,1,2017-05-15,0.32,18.44,0.0298,19.547500000000007,-0.030303030303030328,0.028575
2705 六福,2705,觀光事業,2013,1,2013-05-15,-0.13,21.6,0.0,,,
2705 六福,2705,觀光事業,2013,2,2013-08-14,-0.22,,0.0,,,
2705 六福,2705,觀光事業,2013,3,2013-11-14,-0.18,,0.0,,,
2705 六福,2705,觀光事業,2013,4,2014-03-31,0.1,,0.0,,,0.0
2705 六福,2705,觀光事業,2014,1,2014-05-15,-0.11,,0.0,,-0.15384615384615388,0.0
2705 六福,2705,觀光事業,2014,2,2014-08-14,-0.2,,0.0,,-0.09090909090909087,0.0
2705 六福,2705,觀光事業,2014,3,2014-11-14,0.13,,0.0,,-1.7222222222222223,0.0
2705 六福,2705,觀光事業,2014,4,2015-03-31,0.38,,0.0148,,2.8000000000000003,0.0037
2705 六福,2705,觀光事業,2015,1,2015-05-15,0.67,232.29,0.0152,,-7.090909090909091,0.0075
2705 六福,2705,觀光事業,2015,2,2015-08-14,-0.03,74.35,0.0148,,-0.85,0.0112
2705 六福,2705,觀光事業,2015,3,2015-11-14,0.07,93.55,0.0181,,-0.4615384615384615,0.015725
2705 六福,2705,觀光事業,2015,4,2016-03-31,-0.37,,0.0042,,-1.9736842105263157,0.013074999999999998
2705 六福,2705,觀光事業,2016,1,2016-05-15,-0.21,,0.0045000000000000005,,-1.3134328358208955,0.010399999999999998
2705 六福,2705,觀光事業,2016,2,2016-08-14,-0.39,,0.005,,12.0,0.007949999999999997
2705 六福,2705,觀光事業,2016,3,2016-11-14,-0.29,,0.0051,,-5.142857142857142,0.004699999999999997
2705 六福,2705,觀光事業,2016,4,2017-03-31,-0.18,,0.0,,-0.5135135135135135,0.003649999999999997
2705 六福,2705,觀光事業,2017,1,2017-05-15,-0.27,,0.0,,0.28571428571428586,0.002524999999999997
2706 第一店,2706,觀光事業,2013,1,2013-05-15,0.13,20.56,0.0077,,,
2706 第一店,2706,觀光事業,2013,2,2013-08-14,0.25,20.31,0.0078000000000000005,,,
2706 第一店,2706,觀光事業,2013,3,2013-11-14,0.29,20.09,0.0076,,,
2706 第一店,2706,觀光事業,2013,4,2014-03-31,0.17,19.63,0.0072,20.147499999999997,,0.007575
2706 第一店,2706,觀光事業,2014,1,2014-05-15,0.19,18.25,0.0070999999999999995,19.569999999999997,0.4615384615384615,0.007425000000000001
2706 第一店,2706,觀光事業,2014,2,2014-08-14,0.34,16.59,0.0070999999999999995,18.639999999999997,0.3600000000000001,0.007250000000000001
2706 第一店,2706,觀光事業,2014,3,2014-11-14,0.34,16.74,0.006500000000000001,17.802499999999995,0.17241379310344845,0.006975000000000001
2706 第一店,2706,觀光事業,2014,4,2015-03-31,0.17,16.9,0.009000000000000001,17.119999999999997,0.0,0.007425000000000001
2706 第一店,2706,觀光事業,2015,1,2015-05-15,0.25,16.57,0.0086,16.699999999999996,0.3157894736842105,0.0078000000000000005
2706 第一店,2706,觀光事業,2015,2,2015-08-14,0.37,15.68,0.0086,16.472499999999997,0.08823529411764697,0.008175
2706 第一店,2706,觀光事業,2015,3,2015-11-14,0.38,14.6,0.0088,15.937499999999996,0.11764705882352934,0.00875
2706 第一店,2706,觀光事業,2015,4,2016-03-31,0.14,14.44,0.0096,15.322499999999996,-0.1764705882352941,0.0089
2706 第一店,2706,觀光事業,2016,1,2016-05-15,0.3,13.51,0.0097,14.557499999999996,0.19999999999999996,0.009174999999999999
2706 第一店,2706,觀光事業,2016,2,2016-08-14,0.34,13.15,0.009899999999999999,13.924999999999995,-0.081081081081081,0.009499999999999998
2706 第一店,2706,觀光事業,2016,3,2016-11-14,0.35,12.82,0.0101,13.479999999999995,-0.0789473684210527,0.009824999999999997
2706 第一店,2706,觀光事業,2016,4,2017-03-31,0.16,12.23,0.0123,12.927499999999995,0.14285714285714277,0.010499999999999997
2706 第一店,2706,觀光事業,2017,1,2017-05-15,0.23,13.72,0.011399999999999999,12.979999999999995,-0.23333333333333328,0.010924999999999997
2707 晶華,2707,觀光事業,2013,1,2013-05-15,3.33,25.41,0.025699999999999997,,,
2707 晶華,2707,觀光事業,2013,2,2013-08-14,2.52,26.35,0.024900000000000002,,,
2707 晶華,2707,觀光事業,2013,3,2013-11-14,2.04,28.12,0.0241,,,
2707 晶華,2707,觀光事業,2013,4,2014-03-31,3.31,26.72,0.024300000000000002,26.650000000000002,,0.02475
2707 晶華,2707,觀光事業,2014,1,2014-05-15,2.79,28.66,0.0229,27.462500000000006,-0.16216216216216217,0.024050000000000002
2707 晶華,2707,觀光事業,2014,2,2014-08-14,2.1,28.95,0.022799999999999997,28.112500000000004,-0.16666666666666663,0.023525
2707 晶華,2707,觀光事業,2014,3,2014-11-14,1.91,28.08,0.0233,28.102500000000006,-0.06372549019607848,0.023325000000000002
2707 晶華,2707,觀光事業,2014,4,2015-03-31,3.25,29.0,0.0281,28.672500000000007,-0.018126888217522674,0.024275
2707 晶華,2707,觀光事業,2015,1,2015-05-15,2.56,28.33,0.0288,28.59000000000001,-0.08243727598566307,0.025750000000000002
2707 晶華,2707,觀光事業,2015,2,2015-08-14,2.46,21.16,0.0366,26.64250000000001,0.17142857142857137,0.0292
2707 晶華,2707,觀光事業,2015,3,2015-11-14,1.68,19.68,0.039900000000000005,24.542500000000008,-0.12041884816753927,0.033350000000000005
2707 晶華,2707,觀光事業,2015,4,2016-03-31,2.65,21.37,0.039,22.63500000000001,-0.18461538461538465,0.03607500000000001
2707 晶華,2707,觀光事業,2016,1,2016-05-15,2.02,18.85,0.045700000000000005,20.26500000000001,-0.2109375,0.040300000000000016
2707 晶華,2707,觀光事業,2016,2,2016-08-14,1.55,19.48,0.0482,19.845000000000013,-0.36991869918699183,0.043200000000000016
2707 晶華,2707,觀光事業,2016,3,2016-11-14,1.55,19.29,0.049400000000000006,19.74750000000001,-0.07738095238095231,0.04557500000000002
2707 晶華,2707,觀光事業,2016,4,2017-03-31,2.4,17.79,0.0483,18.852500000000006,-0.09433962264150944,0.04790000000000002
2707 晶華,2707,觀光事業,2017,1,2017-05-15,1.84,16.77,0.052199999999999996,18.332500000000003,-0.08910891089108908,0.04952500000000001
2712 遠雄來,2712,觀光事業,2013,1,2013-05-15,-0.05,34.88,0.0184,,,
2712 遠雄來,2712,觀光事業,2013,2,2013-08-14,0.08,30.41,0.02,,,
2712 遠雄來,2712,觀光事業,2013,3,2013-11-14,0.52,28.35,0.0169,,,
2712 遠雄來,2712,觀光事業,2013,4,2014-03-31,0.13,33.59,0.0227,31.807500000000005,,0.0195
2712 遠雄來,2712,觀光事業,2014,1,2014-05-15,0.05,27.97,0.0239,30.080000000000005,-2.0,0.020875
2712 遠雄來,2712,觀光事業,2014,2,2014-08-14,0.19,21.52,0.0268,27.85750000000001,1.375,0.022575
2712 遠雄來,2712,觀光事業,2014,3,2014-11-14,0.59,19.37,0.025099999999999997,25.61250000000001,0.13461538461538453,0.024625
2712 遠雄來,2712,觀光事業,2014,4,2015-03-31,0.11,19.57,0.045700000000000005,22.10750000000001,-0.15384615384615388,0.030375
2712 遠雄來,2712,觀光事業,2015,1,2015-05-15,0.13,18.32,0.045,19.695000000000007,1.5999999999999999,0.035649999999999994
2712 遠雄來,2712,觀光事業,2015,2,2015-08-14,0.16,21.51,0.0392,19.69250000000001,-0.15789473684210525,0.03874999999999999
2712 遠雄來,2712,觀光事業,2015,3,2015-11-14,0.43,25.36,0.0394,21.19000000000001,-0.2711864406779661,0.04232499999999999
2712 遠雄來,2712,觀光事業,2015,4,2016-03-31,0.12,25.76,0.032400000000000005,22.73750000000001,0.09090909090909087,0.03899999999999999
2712 遠雄來,2712,觀光事業,2016,1,2016-05-15,0.11,25.8,0.032799999999999996,24.60750000000001,-0.15384615384615388,0.035949999999999996
2712 遠雄來,2712,觀光事業,2016,2,2016-08-14,0.12,28.95,0.030899999999999997,26.46750000000001,-0.25000000000000006,0.03387499999999999
2712 遠雄來,2712,觀光事業,2016,3,2016-11-14,0.35,31.07,0.032400000000000005,27.895000000000007,-0.186046511627907,0.032124999999999994
2712 遠雄來,2712,觀光事業,2016,4,2017-03-31,0.02,37.5,0.0187,30.83000000000001,-0.8333333333333333,0.02869999999999999
2712 遠雄來,2712,觀光事業,2017,1,2017-05-15,-0.07,51.73,0.0192,37.31250000000001,-1.6363636363636362,0.02529999999999999
2722 夏都,2722,觀光事業,2013,1,2013-05-15,0.11,18.52,0.0177,,,
2722 夏都,2722,觀光事業,2013,2,2013-08-14,0.57,18.41,0.016399999999999998,,,
2722 夏都,2722,觀光事業,2013,3,2013-11-14,1.11,17.57,0.0161,,,
2722 夏都,2722,觀光事業,2013,4,2014-03-31,-0.11,20.39,0.0167,18.7225,,0.016724999999999997
2722 夏都,2722,觀光事業,2014,1,2014-05-15,0.16,19.72,0.0167,19.0225,0.4545454545454546,0.016474999999999997
2722 夏都,2722,觀光事業,2014,2,2014-08-14,0.55,19.84,0.0165,19.380000000000003,-0.03508771929824545,0.016499999999999997
2722 夏都,2722,觀光事業,2014,3,2014-11-14,1.1,21.32,0.015,20.317500000000003,-0.009009009009009016,0.016224999999999996
2722 夏都,2722,觀光事業,2014,4,2015-03-31,0.13,19.49,0.0109,20.0925,-2.1818181818181817,0.014774999999999995
2722 夏都,2722,觀光事業,2015,1,2015-05-15,0.17,19.2,0.0109,19.962500000000002,0.06250000000000006,0.013324999999999995
2722 夏都,2722,觀光事業,2015,2,2015-08-14,0.48,21.46,0.009899999999999999,20.3675,-0.12727272727272737,0.011674999999999994
2722 夏都,2722,觀光事業,2015,3,2015-11-14,0.93,21.6,0.0104,20.4375,-0.15454545454545457,0.010524999999999994
2722 夏都,2722,觀光事業,2015,4,2016-03-31,0.14,21.99,0.0108,21.0625,0.07692307692307698,0.010499999999999994
2722 夏都,2722,觀光事業,2016,1,2016-05-15,0.18,21.27,0.011000000000000001,21.58,0.058823529411764594,0.010524999999999994
2722 夏都,2722,觀光事業,2016,2,2016-08-14,0.44,21.67,0.0109,21.6325,-0.0833333333333333,0.010774999999999995
